timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-10-31T15:35:56,codecarbon,9546f0a7-14a6-4ff8-9e13-c2fe92e76846,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.12179929199999151,2.8360440545818227e-07,2.328456929439311e-06,42.5,0.0,6.0,1.4283827006947388e-06,0.0,2.0105944500007427e-07,1.6294421456948132e-06,0.0,Spain,ESP,valencia,,,macOS-14.6-arm64-arm-64bit,3.9.6,3.0.8,11,Apple M3 Pro,,,-0.3771,39.4676,18.0,machine,N,1.0,0.0
